id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group
7223,0,2/10/13,Danida,561,DANIDA,37.23375662,-10.95425237,Chuoni,0,Ruvuma / Southern Coast,Nandembo,Ruvuma,10,1,Tunduru,Nandembo,1,TRUE,GeoData Consultants Ltd,VWC,Nandembo Water Supply,FALSE,1992,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
18449,30,3/4/11,Private Individual,291,WU,38.41023533,-6.11583301,Kwa Wazungu,0,Wami / Ruvu,Makao Makuu B,Pwani,6,1,Bagamoyo,Miono,40,FALSE,GeoData Consultants Ltd,WUA,Chalinze wate,TRUE,2010,ksb,submersible,submersible,private operator,commercial,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
26344,100,11/6/12,Hesawa,1255,DWE,33.79742619,-1.97138185,Ofisi Ya Kijiji,0,Lake Victoria,Nyamilama Ya Juu,Mara,20,4,Bunda,Kabasa,500,TRUE,GeoData Consultants Ltd,WUG,,FALSE,1989,swn 80,swn 80,handpump,wug,user-group,pay monthly,monthly,salty,salty,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
43556,0,3/2/11,Conce,457,DWE,34.60937621,-10.51437418,none,0,Lake Nyasa,Maglandi,Iringa,11,5,Ludewa,Manda,60,TRUE,GeoData Consultants Ltd,VWC,Ngelen,FALSE,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
52229,0,3/29/11,Unicef,1433,DWE,34.75914372,-8.80952146,Kwa Muhuzi,0,Rufiji,Mbembe,Iringa,11,4,Njombe,Wanging'ombe,80,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe supply scheme,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
73346,0,2/9/13,Government Of Tanzania,324,DWE,38.94735674,-8.51999513,Kwaratu,0,Rufiji,Mkongo,Lindi,80,13,Kilwa,Kipatimu,285,TRUE,GeoData Consultants Ltd,,,TRUE,1985,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
14703,0,7/28/11,Tasaf,0,TASAF,32.46207299,-8.35318243,Samang'Ombe B,0,Lake Rukwa,Samang'Ombe B,Mbeya,12,6,Mbozi,Ivuna,0,FALSE,GeoData Consultants Ltd,VWC,,FALSE,0,other - swn 81,other handpump,handpump,vwc,user-group,pay monthly,monthly,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
49643,0,9/4/11,Unicef,1652,DWE,34.59357478,-9.07042386,Kwa Enoch Kapanga,0,Rufiji,Msasa,Iringa,11,4,Njombe,Usuka,15,TRUE,GeoData Consultants Ltd,WUA,wanging'ombe water supply s,TRUE,1978,gravity,gravity,gravity,wua,user-group,pay when scheme fails,on failure,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
69522,0,4/9/11,Government Of Tanzania,0,DWE,35.94247784,-6.1377381,Kwa Mgusi,0,Wami / Ruvu,Chihembe,Dodoma,1,5,Dodoma Urban,Mtumba,0,TRUE,GeoData Consultants Ltd,VWC,Mtum,FALSE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,dry,dry,machine dbh,borehole,groundwater,other,other
41909,200,3/20/11,Solidame,256,SOLIDAME,36.67800105,-8.13881191,Kwasimtitu,0,Rufiji,Ifakara Mjini,Morogoro,5,3,Kilombero,Ifakara,200,TRUE,GeoData Consultants Ltd,,,TRUE,2005,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
40605,20,2/7/13,Village Council/ Haydom Luther,1729,Village Council,35.02207601,-4.18711255,Mji A,0,Internal,Mji A,Manyara,21,3,Mbulu,Haidom,192,TRUE,GeoData Consultants Ltd,VWC,BASSONYAGWE AND NG'WANDKW,TRUE,1994,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
20713,5,12/3/13,Private Individual,1370,Dmdd,35.58570253,-3.42875792,Tiofili Martin,0,Internal,Gitmaja,Arusha,24,30,Karatu,Qurus,200,TRUE,GeoData Consultants Ltd,VWC,Gyewasu,TRUE,2002,gravity,gravity,gravity,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
6922,0,7/30/11,Government Of Tanzania,0,WEDECO,32.47653191,-2.52354451,Kwa Ester,0,Lake Victoria,Majengo,Mwanza,19,5,Sengerema,Nyakasungwa,0,TRUE,GeoData Consultants Ltd,VWC,water supply at Nyakasungwa,TRUE,0,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,lake,river/lake,surface,communal standpipe multiple,communal standpipe
25873,3000,7/30/11,Rudep,890,DWE,31.38964083,-7.45867272,La Ofisi Ya Kijiji,0,Lake Rukwa,Igalukilo A,Rukwa,15,1,Mpanda,Mamba,30,TRUE,GeoData Consultants Ltd,VWC,Kasansa,TRUE,1987,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
31834,0,3/17/11,Government Of Tanzania,1184,RWE,38.40502488,-5.03884658,Kwemulazi,0,Pangani,Kwemulazi,Tanga,4,2,Korogwe,Bungu,250,TRUE,GeoData Consultants Ltd,VWC,Gale water supply,FALSE,1973,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,spring,spring,groundwater,communal standpipe,communal standpipe
69001,200,4/1/11,Solidarm,303,DWE,36.66956471,-8.3614033,Kwachogo,0,Rufiji,Igumbiro,Morogoro,5,4,Ulanga,Lupiro,1,TRUE,GeoData Consultants Ltd,,,TRUE,2010,nira/tanira,nira/tanira,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
56915,1000,2/8/13,Mission,1361,Mission,34.58748122,-5.88357002,Karibu Na Salehe,0,Rufiji,Muhanga,Singida,13,3,Manyoni,Ipande,350,TRUE,GeoData Consultants Ltd,VWC,Mradi wa Mission,FALSE,2003,windmill,wind-powered,wind-powered,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
38528,5000,2/5/13,Government Of Tanzania,1571,DWE,29.82117688,-4.38561783,Kwa Simeon,0,Lake Tanganyika,Mremre,Kigoma,16,2,Kasulu,Muhinda,670,TRUE,GeoData Consultants Ltd,Water authority,,FALSE,1997,gravity,gravity,gravity,vwc,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,improved spring,improved spring
10951,200,3/24/11,Danida,-37,DA,38.99909475,-6.47984323,Kulabuku,0,Wami / Ruvu,Kijiweni,Pwani,6,1,Bagamoyo,Zinga/Ikerege,50,TRUE,GeoData Consultants Ltd,Company,Bagamoyo wate,TRUE,1993,ksb,submersible,submersible,private operator,commercial,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
46064,0,3/18/11,Amref,-4,AMREF,39.17130952,-7.4594098,Kwa Mandonga,0,Rufiji,Kilembea,Pwani,6,4,Mkuranga,Lukanga,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,swn 80,swn 80,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump
20959,0,10/19/12,Government Of Tanzania,0,Government,33.14909244,-3.95363719,Kwa Libuda Saidi,0,Internal,Welezo,Shinyanga,17,3,Shinyanga Rural,Tinde,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,mono,mono,motorpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
8304,0,10/8/12,Rwssp,0,RWSSP,32.88214187,-3.41226741,Tupendane,0,Lake Victoria,Mwagimwagi,Shinyanga,17,3,Shinyanga Rural,Solwa,0,TRUE,GeoData Consultants Ltd,WUG,,TRUE,0,afridev,afridev,handpump,wug,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
52098,0,7/31/11,Jbg,0,DWE,30.51063345,-2.62222028,Mrukatiro A,0,Lake Victoria,Mrukatiro A,Kagera,18,30,Ngara,Mabawe,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other
36958,0,3/10/11,Government Of Tanzania,175,DWE,38.81061466,-5.17022707,Shuleni,0,Pangani,Genge,Tanga,4,3,Muheza,Majengo,500,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2010,afridev,afridev,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
12793,0,2/27/13,Government Of Tanzania,1098,DWE,37.42335485,-3.33042891,Kwa Joshua Masoud,0,Pangani,Lowasi,Kilimanjaro,3,4,Moshi Rural,Kimochi,1,FALSE,GeoData Consultants Ltd,VWC,Komaka mandaka,TRUE,1974,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,other,other
22026,50,2/26/11,Dwe,-6,DWE,38.74132163,-7.88182095,Mwangia,0,Rufiji,Kitundu,Pwani,60,53,Rufiji,Mkongo,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1974,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
48256,20,1/22/13,Jaica,94,JAICA,39.4259104,-10.25410393,Kwa Kumeta Moto,0,Ruvuma / Southern Coast,Mitondo A,Lindi,80,23,Lindi Rural,Nyengedi,234,FALSE,GeoData Consultants Ltd,VWC,JAICA Borehole Scheme,FALSE,2006,india mark ii,india mark ii,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
19674,0,7/6/11,Government Of Tanzania,0,DWE,31.157909,-1.44587918,Kwa Aurelia,0,Lake Victoria,Mabale,Kagera,18,1,Karagwe,Kihanga,0,TRUE,GeoData Consultants Ltd,VWC,Nyarwele Water  S,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
57207,0,3/14/13,World Vision,1257,WORLD VISION,36.80254887,-2.58699671,Kwa Noorkisongo,0,Internal,Matiani,Arusha,2,6,Longido,Namanga,400,TRUE,GeoData Consultants Ltd,VWC,Namanga water project,TRUE,2003,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,river,river/lake,surface,cattle trough,cattle trough
42078,5,11/3/13,Germany Republi,1178,CES,37.25600686,-3.25960219,Kwa William Lite,0,Pangani,Sereni,Kilimanjaro,3,5,Hai,Machame Mashariki,25,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo-Umbwe water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
15362,0,10/15/12,Private Individual,0,Juma Makulilo,32.340485,-4.96486812,Juma Makulilo,0,Lake Tanganyika,Ugowola B,Tabora,14,3,Uyui,Ufuluma,0,TRUE,GeoData Consultants Ltd,Private operator,,TRUE,0,india mark ii,india mark ii,handpump,private operator,commercial,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
31385,0,10/14/12,World Vision,0,World vision,33.77941358,-3.32099594,Ishima Primary School,0,Internal,Ishima,Shinyanga,17,2,Maswa,Busilili,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
72935,20,3/28/11,Devon Aid Korogwe,337,Local technician,38.37239198,-5.17307636,Kisima No 2,0,Pangani,Makaburini,Tanga,4,2,Korogwe,Makuyuni,1,TRUE,GeoData Consultants Ltd,VWC,None,FALSE,2008,nira/tanira,nira/tanira,handpump,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
37386,500,10/19/12,People Of Japan,1390,Grobal resource alliance,34.26811599,-1.20305656,Rambo,0,Lake Victoria,Nyanjogu,Mara,20,6,Tarime,Goribe,380,TRUE,GeoData Consultants Ltd,VWC,Rural water supply,TRUE,2011,afridev,afridev,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
6479,3000,7/19/11,Ta,1632,CONS,31.02157068,-7.63058161,Kwa Mtendaji,0,Lake Tanganyika,Katapulo,Rukwa,15,3,Nkasi,Isale,450,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2004,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump
37732,0,7/8/11,,0,,33.65423918,-9.31055481,Kwa Mzee Mwaijande,0,Lake Nyasa,Katumba,Mbeya,12,4,Rungwe,Mpuguso,0,TRUE,GeoData Consultants Ltd,VWC,K,,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
39206,0,3/24/11,Nethalan,519,RWE,37.28135697,-7.09513079,Kwa Batolome,0,Wami / Ruvu,Songa,Morogoro,5,6,Mvomero,Doma,200,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1980,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
2559,0,3/11/11,Mdc,1756,DWE,34.94142713,-8.39912839,none,0,Rufiji,M,Iringa,11,2,Mufindi,Nyololo,0,FALSE,GeoData Consultants Ltd,VWC,Mad,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
55992,10,5/3/13,Germany Republi,1243,CES,37.17375154,-3.24890202,Area Three Namba 38,0,Pangani,Uwau,Kilimanjaro,3,5,Hai,Masama Magharibi,50,TRUE,GeoData Consultants Ltd,Water Board,Losaa Kia water supply,TRUE,1999,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
52135,200,3/12/11,Government Of Tanzania,1849,DWE,38.26583762,-4.5593007,Kwa Mzee Emmanuel,0,Pangani,Fuizai,Tanga,4,1,Lushoto,Rangwi,1,TRUE,GeoData Consultants Ltd,VWC,Shagayo forest,TRUE,1978,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
70226,0,3/30/11,Solidame,248,SOLIDAME,37.02359439,-7.73072255,Kwakijege,0,Rufiji,Nyange,Morogoro,5,3,Kilombero,Kidatu,300,TRUE,GeoData Consultants Ltd,,,TRUE,2003,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,coloured,colored,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
43753,30,2/28/11,Dwe,20,DWE,38.23649503,-7.77357627,Kiburuza/Seif Muhameid,0,Rufiji,Kwangwazi,Pwani,60,53,Rufiji,Mwaseni,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2005,mono,mono,motorpump,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
6837,50,1/31/13,Unicef,103,Unisef,40.02839567,-10.35457611,Shuleni,0,Ruvuma / Southern Coast,Kibaoni,Mtwara,99,1,Mtwara Rural,Mayanga,350,TRUE,GeoData Consultants Ltd,VWC,Mbuo mkunwa water supply,TRUE,1977,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
63455,0,7/9/11,Tanzakesho,0,DWE,32.68340653,-9.27405887,Filixon Siwerwa,0,Lake Rukwa,Nderema,Mbeya,12,6,Mbozi,Nkangamo,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,seasonal,seasonal,spring,spring,groundwater,other,other
3333,0,2/9/13,Government Of Tanzania,383,DWE,38.93704304,-8.52599939,Kwamdimu 3,0,Ruvuma / Southern Coast,Mkongo,Lindi,80,13,Kilwa,Kipatimu,256,TRUE,GeoData Consultants Ltd,,,TRUE,1993,other,other,other,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,other,other
66511,0,7/18/11,Wvt,0,WVT,0,-2.00E-08,Mashariki,0,Lake Victoria,Mwamalili,Shinyanga,17,1,Bariadi,Chinamili,0,TRUE,GeoData Consultants Ltd,VWC,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,other,other,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
67528,0,3/9/11,Lvia,0,LVIA,35.84565222,-6.31032758,Mkwajuni,0,Rufiji,Iyoyo,Dodoma,1,4,Chamwino,Muungano,0,TRUE,GeoData Consultants Ltd,VWC,Muun,TRUE,0,mono,mono,motorpump,vwc,user-group,unknown,unknown,unknown,unknown,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe
33061,0,7/28/11,Jica,0,DWE,30.76834968,-1.41300775,Kwamusa,0,Lake Victoria,Kashanda,Kagera,18,1,Karagwe,Kyerwa,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump
65758,500,3/10/11,Dhv,265,DWE,36.67904,-8.27193975,Kwa Daluma,0,Rufiji,Iyundu,Morogoro,5,3,Ulanga,Minepa,250,TRUE,GeoData Consultants Ltd,,,TRUE,2004,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
69896,2200,2/25/11,Danida,1754,DANID,35.39071468,-7.96399069,none,0,Rufiji,Kanisani,Iringa,11,1,Iringa Rural,Maboga,320,TRUE,GeoData Consultants Ltd,VWC,Maboga,TRUE,1983,gravity,gravity,gravity,vwc,user-group,pay annually,annually,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
42402,0,4/3/11,District Council,0,District Council,33.61619242,-8.86875541,Mwajila,0,Rufiji,Sawa,Mbeya,12,2,Mbeya Rural,Inyala,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,wug,user-group,pay annually,annually,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
4913,0,3/16/11,Government Of Tanzania,275,DWE,36.7274509,-8.08980709,School,0,Rufiji,Kikwawila,Morogoro,5,3,Kilombero,Kibaoni,40,TRUE,GeoData Consultants Ltd,,,TRUE,1980,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,other,other,unknown,other,other
73127,0,8/6/11,Jica,0,DWE,30.82475864,-1.06227544,Kiziba,0,Lake Victoria,Kakoma,Kagera,18,1,Karagwe,Bugomora,0,TRUE,GeoData Consultants Ltd,,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
14249,0,4/4/11,,0,,34.25304412,-8.61389522,Kwa Batoni,0,Rufiji,Zimamoto,Mbeya,12,7,Mbarali,Ubaruku,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,river,river/lake,surface,communal standpipe,communal standpipe
63966,50,3/14/13,Sowasa,1161,SOWASA,35.67325193,-10.67152451,Chuo Cha Ualimu Mato,0,Ruvuma / Southern Coast,Matogolo Shule,Ruvuma,10,4,Songea Urban,Matogoro,0,FALSE,GeoData Consultants Ltd,Other,Mradi wa maji wa matogolo,TRUE,2006,gravity,gravity,gravity,other,other,pay per bucket,per bucket,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe
51603,50,3/18/13,0,-9,0,39.41605833,-7.10489214,Kwa Mohamed Ramadhani,0,Wami / Ruvu,Nyange,Dar es Salaam,7,3,Temeke,Pemba Mnazi,20,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe
40959,0,2/15/13,Undp,479,Government,34.94172644,-11.46176099,Kwa Mzee Ndosi,0,Lake Nyasa,Ng'Ombo Kati,Ruvuma,10,3,Mbinga,Chiwanda,50,,GeoData Consultants Ltd,VWC,UNDP,TRUE,2013,gravity,gravity,gravity,vwc,user-group,unknown,unknown,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
29556,0,8/3/11,Government Of Tanzania,1301,RWE,33.04840452,-2.05872976,Church,0,Lake Victoria,Karibusele,Mwanza,19,1,Ukerewe,Namagondo,500,TRUE,GeoData Consultants Ltd,VWC,Kazilankanda Water Supply,TRUE,1982,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,lake,river/lake,surface,communal standpipe,communal standpipe
6214,500,3/18/11,Ta,503,TA,36.90855764,-7.03382077,Kwa Mkokwa,0,Wami / Ruvu,Karakana,Morogoro,5,1,Kilosa,Ulaya,250,TRUE,GeoData Consultants Ltd,VWC,,TRUE,2008,other,other,other,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other
65280,7,3/22/13,Germany Republi,1128,CES,37.22796299,-3.26780979,Kwa Naumwe,0,Pangani,Rambo,Kilimanjaro,3,5,Hai,Machame Kaskazini,60,TRUE,GeoData Consultants Ltd,Water Board,Machame water supply,TRUE,2008,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
20256,0,10/7/12,Netherlands,0,DWE,33.72250603,-3.02619109,Victoria Groups,0,Lake Victoria,Mwalufunya,Shinyanga,17,2,Maswa,Buchambi,0,TRUE,GeoData Consultants Ltd,WUG,,FALSE,0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump
13105,5,2/4/13,Ces (gmbh),1069,DWE,37.27000578,-3.28900734,Kwa Alyoce Damian Munishi,0,Pangani,Muyuni,Kilimanjaro,3,4,Moshi Rural,Kindi,35,TRUE,GeoData Consultants Ltd,Water Board,Lyamungo umbwe water supply,TRUE,2007,gravity,gravity,gravity,water board,user-group,pay per bucket,per bucket,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe
27401,0,7/31/11,Government Of Tanzania,0,DWE,30.69764318,-1.25894743,Kwavedasto,0,Lake Victoria,Chabwojo A,Kagera,18,1,Karagwe,Kaisho,0,TRUE,GeoData Consultants Ltd,WUG,Kaisho/Isingiro w,TRUE,0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe
62339,0,10/27/12,Hesawa,1529,Hesawa,34.61437087,-1.83552546,Gecheche,0,Lake Victoria,Kwitete,Mara,20,2,Serengeti,Nyamoko,300,FALSE,GeoData Consultants Ltd,WUG,,,0,other - rope pump,rope pump,rope pump,wug,user-group,never pay,never pay,unknown,unknown,enough,enough,unknown,other,unknown,hand pump,hand pump
62460,1200,2/26/11,Dhv,411,DWE,37.38836945,-6.31547049,Tongolo,0,Wami / Ruvu,Tongolo,Morogoro,5,6,Mvomero,Mvomero,1,TRUE,GeoData Consultants Ltd,VWC,,TRUE,1996,swn 80,swn 80,handpump,vwc,user-group,pay annually,annually,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
14194,0,3/28/11,Water,0,Gover,36.51640562,-7.30048157,Manzese,0,Rufiji,Manzese,Dodoma,1,1,Mpwapwa,Ipera,0,TRUE,GeoData Consultants Ltd,VWC,,TRUE,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
62850,50,1/26/13,Finland Government,110,Finland Government,39.73825468,-10.22596195,Kwa Bibi Mputi,0,Ruvuma / Southern Coast,Ngunja A,Lindi,80,23,Lindi Rural,Mnolela,1,FALSE,GeoData Consultants Ltd,VWC,FinWater,FALSE,1979,ksb,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
53176,200,1/18/13,Dwe,1242,DWE,30.31933967,-4.31640821,Zahanati,0,Lake Tanganyika,Rusesa,Kigoma,16,2,Kasulu,Kitagata,900,TRUE,GeoData Consultants Ltd,Water authority,Nyachenda,FALSE,2003,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
29070,2000,7/16/11,No,1491,DWE,31.04195128,-7.28404134,Kwa Buja,0,Lake Tanganyika,Chambamasaka,Rukwa,15,3,Nkasi,Mtenga,350,TRUE,GeoData Consultants Ltd,VWC,,FALSE,1984,india mark ii,india mark ii,handpump,vwc,user-group,pay annually,annually,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump
46061,0,3/6/11,Devon Aid Korogwe,267,DWE,38.53657971,-5.10798414,Kwamamasefu,0,Pangani,Kitopeni,Tanga,4,2,Korogwe,Kwagunda,300,TRUE,GeoData Consultants Ltd,VWC,,FALSE,2007,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
38670,0,1/29/13,,1558,,34.89661795,-5.0662041,Lighwa Primary,0,Internal,Mtunduru,Singida,13,2,Singida Rural,Ntuntu,1,,GeoData Consultants Ltd,VWC,,,1980,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump
52565,500,3/14/13,Germany Republi,826,CES,37.25400178,-3.42747298,Kwa Mosses,0,Pangani,Landi,Kilimanjaro,3,5,Hai,Machame Kusini,460,TRUE,GeoData Consultants Ltd,Water Board,Mkalama Water supply,TRUE,2010,gravity,gravity,gravity,water board,user-group,other,other,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe
57767,0,11/3/13,Oikos E.Afrika,1416,Community,36.86934465,-3.13229856,Julius Nkiro,0,Internal,Kimosonu,Arusha,2,7,Meru,Ngarenanyuki,189,TRUE,GeoData Consultants Ltd,VWC,Kimosonu gravity water supply,TRUE,2008,gravity,gravity,gravity,wug,user-group,unknown,unknown,fluoride,fluoride,insufficient,insufficient,spring,spring,groundwater,communal standpipe multiple,communal standpipe
