index,status_group
18551,functional needs repair
32893,functional
58158,non functional
59121,non functional
6360,functional
50508,non functional
59821,non functional
48257,functional
72270,functional
19199,non functional
21482,non functional
71139,functional
39847,non functional
32774,functional
20803,functional
689,functional
54489,functional
44222,non functional
23076,functional
9674,functional
28671,functional
13848,functional
16188,functional needs repair
26717,functional
52071,functional needs repair
54693,non functional
63230,non functional
55241,non functional
64639,functional
57854,functional
65938,functional
52837,non functional
34481,non functional
50715,non functional
42288,non functional
49355,non functional
3123,non functional
17547,functional
70079,non functional
29340,functional
64236,functional
38913,functional
26383,functional
9873,functional needs repair
63337,functional
21660,functional
69898,functional
29713,functional
29031,non functional
28370,functional
9043,functional
1171,functional
54518,functional
27942,functional
72294,non functional
53606,non functional
54062,functional
34891,functional
60832,functional
52065,non functional
43819,functional
371,non functional
12075,non functional
73672,non functional
26786,functional needs repair
62334,functional
67379,functional
61829,functional
21205,functional needs repair
15247,functional
30620,functional
41500,functional
53637,non functional
44191,non functional
7506,functional
20306,functional
59578,functional
59963,non functional
2025,non functional
60581,non functional
13036,functional
3206,non functional
50888,non functional
9648,non functional
20101,functional
1881,functional
71551,functional
47966,non functional
53418,non functional
26646,functional
18955,functional
5788,functional
51930,functional
23117,functional needs repair
61674,non functional
16533,functional
4902,functional
28177,functional
489,functional needs repair
56531,functional
51719,functional
67105,functional
55426,functional
2570,functional
63518,non functional
12854,non functional
60850,non functional
63312,functional
10391,non functional
1462,functional
30372,functional
18010,functional
39367,non functional
67278,non functional
9144,non functional
18567,functional
25817,functional
62213,functional
13979,functional
8847,functional
61828,functional needs repair
23724,non functional
67805,functional
11167,functional
16556,functional
34453,functional
60067,non functional
36355,functional
17631,non functional
68406,functional
16036,functional
17637,functional
30319,non functional
62471,functional
38758,functional
16387,functional
29591,non functional
32820,non functional
6940,functional
74034,non functional
31078,non functional
18868,non functional
55089,functional needs repair
43636,functional
28672,functional
47062,functional needs repair
14640,functional
62606,functional
45342,non functional
19666,functional needs repair
25345,functional
40389,non functional
23939,functional needs repair
25623,functional
71351,non functional
45105,functional
38857,functional
62357,functional
14822,functional
52685,non functional
46536,functional
42550,non functional
50902,non functional
33851,functional
59149,functional
25212,functional
15453,non functional
50500,functional
47772,functional
59907,functional
65735,functional
1382,functional needs repair
22411,functional
31412,non functional
31736,functional needs repair
72367,non functional
35984,functional
39955,functional
53040,functional needs repair
68570,non functional
47317,non functional
72567,functional
44110,non functional
35724,functional
26083,functional
17941,functional
40109,non functional
11431,functional
70780,functional
69122,functional
68551,non functional
65694,functional
68253,non functional
64199,non functional
1866,functional
68585,non functional
73124,non functional
48725,functional
31383,non functional
6790,functional
29937,functional
5791,non functional
15793,functional
14606,non functional
28658,functional
41821,functional needs repair
41688,non functional
4251,non functional
9829,functional
21244,functional
26654,non functional
53639,functional needs repair
50026,functional
32436,non functional
44524,non functional
64366,non functional
39710,functional
43607,functional
44993,functional
10263,non functional
45988,functional
71223,functional
9869,functional
56993,functional
20534,functional
29795,functional
28111,functional
50528,functional
45287,non functional
17060,non functional
37420,functional
15867,non functional
25886,non functional
48158,functional
34241,non functional
58865,functional
25639,non functional
56412,non functional
1940,functional
48110,non functional
58449,non functional
72368,functional
59092,non functional
17276,functional
61915,functional
60310,functional
38992,functional needs repair
2710,functional
245,functional
9234,functional
5441,functional needs repair
16657,functional
11295,functional
57134,functional
4278,functional
7287,functional
21773,functional
41091,functional
67939,functional
31544,non functional
32768,functional needs repair
69434,non functional
2783,functional
40000,functional
51040,non functional
24414,non functional
73913,non functional
50749,functional
3590,functional
45952,non functional
10421,non functional
11748,functional
15860,non functional
43026,functional
21557,non functional
54255,functional
40462,functional needs repair
23232,non functional
52774,functional
69663,non functional
35264,non functional
20419,functional
42790,non functional
74195,functional needs repair
24359,functional
45293,functional
56062,functional
73608,functional
52222,functional needs repair
65185,functional
7110,functional
28748,functional
69899,functional
47404,functional
33198,functional
18572,non functional
39530,non functional
59089,functional
18201,functional
12226,functional
68523,non functional
34649,functional
23725,functional
52287,functional
70065,functional
54027,functional
19806,functional
38929,functional
53382,functional
41788,non functional
15303,non functional
24978,functional
45683,functional
66596,functional
48587,functional
2154,functional
13334,functional needs repair
12155,functional
19369,non functional
31656,functional
28080,non functional
1057,functional
9554,functional
72091,non functional
30289,non functional
55022,functional
58820,non functional
36732,functional
71850,functional
64052,non functional
70651,functional
69421,non functional
38483,functional
68153,functional
46178,non functional
17928,non functional
28276,functional needs repair
4407,non functional
29705,non functional
65064,functional needs repair
57741,functional
67619,functional
55420,functional
28150,non functional
58741,functional
28853,functional needs repair
22610,functional
59335,functional
31144,functional needs repair
31773,non functional
35311,functional
70622,functional
42114,functional needs repair
73536,non functional
53827,functional
68936,non functional
41165,non functional
26394,functional
68980,non functional
47541,functional needs repair
13410,functional
56756,functional
6777,functional needs repair
13079,functional needs repair
2490,functional
4373,functional
27210,functional
54066,non functional
53664,non functional
24406,functional
10294,functional
32906,functional
19711,non functional
64481,non functional
60633,functional
64605,non functional
56343,functional
41098,functional
69448,non functional
13088,non functional
22518,non functional
27855,non functional
4542,non functional
15452,functional
13947,non functional
42639,non functional
74216,functional
51990,functional
22747,non functional
34986,functional
69832,functional
39852,functional
12984,functional
30716,non functional
55625,functional
14996,functional
46212,functional
59860,functional
40138,functional
56118,functional
39379,functional
49677,functional
25432,functional
32308,functional
65230,functional
26768,non functional
41124,functional
3406,functional
20353,non functional
44645,functional
20692,functional
19394,non functional
47511,non functional
25517,non functional
72132,functional
30082,functional
11682,functional needs repair
29533,non functional
41831,functional
59189,functional
67977,non functional
53053,functional
60362,functional
12490,non functional
1827,functional
42057,non functional
6535,functional
54031,functional
46133,functional
2738,functional
24582,functional
59447,functional
42595,functional
49633,functional needs repair
19803,functional
23878,non functional
32192,functional
31974,non functional
1990,non functional
44983,functional
70152,non functional
61724,functional
31119,functional
69795,functional
9986,functional
716,functional
4676,functional
3482,functional
44201,functional needs repair
55671,non functional
27208,functional
30649,functional
18296,functional
71000,non functional
64448,functional
21187,functional
54305,functional
27723,functional
10662,functional
6615,functional
5429,non functional
61419,functional
13114,functional
64441,functional
21465,functional
27078,functional
12306,functional
3223,functional
24551,non functional
68535,non functional
15448,functional
59294,non functional
8805,functional
31950,functional
54928,non functional
21470,functional needs repair
64347,functional
1854,functional
5959,non functional
67691,functional
14328,non functional
53072,functional
48549,functional needs repair
46000,functional
69580,functional
15130,functional
42280,non functional
45116,non functional
15647,functional
6278,functional
22166,functional needs repair
20398,functional
63838,functional
32827,non functional
58486,functional
26438,functional
51162,non functional
65049,functional
58534,non functional
36730,functional
54021,functional
11644,functional
67156,non functional
57388,non functional
69009,functional
47463,non functional
44367,non functional
17165,functional
27478,non functional
67132,functional needs repair
16205,functional
70650,functional
32622,functional needs repair
71576,functional
52459,functional
18731,functional
8604,non functional
33090,functional
54821,functional
61459,functional
33051,non functional
1725,non functional
32794,non functional
26781,functional
73527,functional
32257,non functional
59232,non functional
559,functional
19368,non functional
33099,non functional
27768,non functional
53164,functional
42422,non functional
54025,functional
23267,functional
60131,functional
64963,non functional
25418,functional
67006,functional
67865,functional
13104,functional
47092,non functional
25917,functional
37410,non functional
23683,functional
27929,functional
46386,functional
17909,functional
22235,functional
22231,functional
30364,functional
35133,functional
15409,functional
18862,functional
12241,functional
67779,non functional
11148,functional
61027,functional
74086,non functional
66335,non functional
11757,functional
7957,functional
58438,functional
2885,functional
70418,functional
28161,functional needs repair
41840,non functional
43648,non functional
23971,non functional
65707,functional
71031,functional
1114,non functional
27093,non functional
58345,functional
67832,non functional
67399,functional
11139,non functional
42927,functional
55901,functional needs repair
68864,non functional
15283,functional
62280,non functional
3565,functional
40150,functional
30486,non functional
25316,functional
9123,functional
11760,functional
50991,functional
8132,functional
58749,functional
23389,functional
70209,functional
49899,non functional
38781,functional
44104,non functional
26247,non functional
24309,non functional
56809,functional
51579,functional
31573,non functional
50406,non functional
60446,functional
7732,non functional
61982,functional
18765,functional
12544,non functional
67536,functional
58163,functional
64050,functional
24149,functional
33645,functional
47985,functional
29319,functional
21132,functional
42096,non functional
40361,functional needs repair
63595,functional
26214,functional
8687,functional
29712,functional needs repair
66543,functional
71228,functional
47367,non functional
68414,functional
2901,non functional
31379,functional
28039,non functional
66785,functional
64998,functional
41901,functional
47852,functional
64550,functional
36043,non functional
48365,non functional
72186,functional
10442,non functional
12027,non functional
16243,functional
12579,functional
55130,functional
62575,non functional
13162,non functional
3678,non functional
23919,functional
18179,functional
68631,functional
29323,functional
7618,functional
59777,functional
39954,functional
16915,non functional
33616,functional
9283,functional
58247,non functional
398,functional
55747,non functional
21284,non functional
63298,non functional
56068,functional
27264,non functional
22094,functional
10645,functional
39795,functional needs repair
55725,functional
49045,functional
32090,functional
14704,non functional
48851,non functional
73176,non functional
11318,functional
4945,non functional
3025,functional
52701,non functional
69455,functional
61014,functional
30773,non functional
15176,functional needs repair
41729,functional needs repair
40856,non functional
16614,functional
1375,non functional
28072,functional
63143,functional
22497,functional
28784,functional
7799,functional
73575,non functional
7051,non functional
40065,functional
15930,non functional
27562,functional
25920,functional
43853,functional
38890,non functional
45872,functional
44782,functional
28440,functional
20317,non functional
13436,functional
72236,functional
3038,non functional
29805,functional needs repair
11293,non functional
65401,functional
9657,non functional
68460,functional needs repair
59621,non functional
17583,functional
28262,functional
17620,functional
59158,non functional
46884,functional
63579,functional
41420,functional
46348,functional
70260,functional
67843,functional
56222,functional
40125,functional needs repair
48026,functional
20114,functional needs repair
41076,functional
39602,functional
64968,functional
44291,functional
13832,functional
41865,non functional
30397,non functional
18064,non functional
38996,non functional
26844,non functional
19335,functional
63111,functional needs repair
40630,non functional
25242,functional needs repair
67023,functional
16499,functional
46855,functional
10547,functional
22071,functional
69088,functional
31630,functional
1249,non functional
7438,non functional
13927,non functional
53287,functional needs repair
27696,non functional
63594,functional
8605,non functional
18124,non functional
27095,non functional
53426,functional
54797,non functional
35921,non functional
67537,functional
73155,functional
41769,functional
13000,functional
71373,functional
16772,non functional
60936,non functional
69150,functional
44227,functional
10379,non functional
65819,functional needs repair
24230,non functional
29731,functional
62890,functional
15168,functional
51050,functional
70726,functional
56574,non functional
73382,non functional
38746,non functional
38005,functional
49204,functional
61790,functional
65142,functional
42939,functional needs repair
28651,functional
36128,functional
68320,non functional
60262,non functional
46310,functional
31905,functional
70217,non functional
30876,functional
61751,functional
68739,functional needs repair
41709,functional
46139,functional
54455,non functional
29100,functional
54837,non functional
48898,functional
24002,functional
54569,functional
12976,functional
44228,non functional
17945,functional
28242,non functional
7770,functional
63011,functional
1066,non functional
63641,non functional
24318,functional
61946,functional
33948,functional
30786,functional
28343,functional
57485,functional
47416,functional
73596,functional
14943,functional
15305,functional
28818,functional
44975,functional
23636,functional
1802,functional needs repair
37189,functional
44406,non functional
70183,non functional
71380,functional
50995,functional
60268,non functional
22419,functional
20369,non functional
41008,functional
42309,non functional
12979,non functional
6842,non functional
39882,functional
54294,non functional
16926,functional
3614,functional needs repair
55157,functional
53189,functional
42086,functional
25605,functional
44720,functional
11749,non functional
46452,functional
35741,functional
61808,functional
29674,functional
30959,non functional
35872,non functional
66066,functional
6187,functional
11568,functional
21010,functional
21519,functional needs repair
26443,functional
47553,functional
5593,functional
52725,functional
5643,functional
27976,functional
49249,non functional
63519,functional
31949,functional
184,functional
13862,functional needs repair
22768,non functional
55230,functional
9466,functional needs repair
5369,non functional
10593,non functional
48048,non functional
42088,non functional
37147,functional
18867,functional
3863,functional
45704,functional
4854,functional
67345,non functional
73074,functional
66903,non functional
10475,functional
71147,functional
72458,functional
64291,functional needs repair
65950,non functional
26817,functional
72387,functional
45706,non functional
20365,functional
17454,functional
66044,functional needs repair
47160,non functional
7379,functional
31984,non functional
25250,functional
20134,functional
7402,functional
67242,non functional
63424,non functional
7146,functional
38745,functional needs repair
34216,functional
18529,non functional
28823,non functional
10260,functional
34778,functional
44880,non functional
59146,functional
16006,non functional
51407,functional
12288,non functional
61485,functional
38207,functional
6679,functional
69887,functional
5630,non functional
26221,functional
36785,non functional
60897,non functional
10708,non functional
68159,functional needs repair
46768,non functional
70261,functional
15455,functional
28322,non functional
17921,functional
13970,non functional
7480,functional
73634,functional needs repair
49842,functional needs repair
17100,functional
58436,functional
2482,non functional
48592,functional
9095,non functional
70479,functional
11009,functional
71255,functional
65905,functional
58410,functional
40892,non functional
41766,functional
63192,non functional
43363,functional needs repair
19237,non functional
28957,non functional
22031,functional
73923,functional
61275,non functional
66266,functional
423,non functional
4266,non functional
5334,functional
63386,functional
71181,non functional
64864,functional
42877,functional
60652,functional
962,functional
60619,functional
6293,functional
39657,functional
66908,functional
30200,functional
53173,functional
36725,functional
4968,non functional
71158,functional
40134,functional
69981,functional
24550,functional
38873,functional
39488,functional
65809,functional needs repair
2985,non functional
4974,functional
11486,functional
67577,functional
30998,non functional
12700,functional
9141,functional
43152,functional needs repair
20695,functional
20076,functional
7341,functional
30839,non functional
63622,functional needs repair
33138,functional
12387,functional
296,functional
4564,functional
64305,functional
24013,non functional
28837,functional
49142,functional
12331,non functional
16133,functional
64656,functional
18505,functional
59268,functional
37470,functional
18239,functional
74053,non functional
14806,functional
36844,functional needs repair
35081,functional
71509,functional
53941,functional needs repair
64106,functional
51226,non functional
25779,functional
32997,functional
19404,functional
36142,functional
64278,functional
33011,functional
33935,non functional
24370,functional
39289,non functional
25193,functional
45381,functional
7329,functional
43895,functional
33919,non functional
45366,non functional
20472,functional
54007,functional
47742,functional
67135,non functional
1153,functional
14090,non functional
13539,functional
16475,functional
71521,functional
10969,functional
73758,functional
57892,non functional
42455,functional
8459,functional needs repair
6330,non functional
8578,non functional
53769,non functional
44639,functional
50600,functional
11054,functional
69080,functional
20809,functional
26899,non functional
272,functional
69325,non functional
18257,non functional
34749,functional needs repair
4450,functional needs repair
62358,functional
5689,non functional
34814,non functional
30222,functional
52607,functional
70172,non functional
16875,non functional
5028,functional
14466,functional needs repair
73090,non functional
2846,non functional
7474,functional
42,functional
67275,functional
34314,functional
24985,functional
68011,functional
44487,functional
69590,functional needs repair
68845,functional needs repair
38924,functional
38640,functional
21495,functional
29280,functional
13875,non functional
43340,functional
46106,functional
28694,functional
11284,functional
53850,non functional
5953,non functional
10033,functional needs repair
60917,functional needs repair
57524,non functional
52644,non functional
70396,non functional
18019,functional
283,functional
48633,functional needs repair
41002,functional
14677,functional
58673,non functional
31581,functional
4694,functional
45140,functional
20475,non functional
6887,non functional
32718,functional
28771,non functional
19469,non functional
27881,functional
7463,non functional
53746,functional
25662,functional needs repair
7209,non functional
32083,functional
45504,non functional
56728,functional
8250,functional
22688,functional
67676,functional
14243,functional
52884,functional
70186,non functional
70108,functional
9582,functional
18859,non functional
55290,non functional
182,functional
68191,non functional
40405,functional
15363,functional
2937,functional
36389,non functional
32460,non functional
16415,non functional
66490,functional
624,functional
57093,non functional
71277,functional
24042,functional
56882,functional
21126,non functional
4860,non functional
67878,non functional
532,non functional
24628,functional
58635,functional
26355,non functional
61757,non functional
47396,non functional
64370,functional
36867,functional
35550,functional
29888,functional
50063,non functional
33381,non functional
71288,functional
59999,functional
12658,non functional
14683,functional
34404,non functional
43646,functional
63379,functional
51433,functional
27806,non functional
53288,functional
39333,functional
6218,functional
6782,functional needs repair
43791,functional
3021,functional
1197,non functional
46902,non functional
62871,functional
58059,functional needs repair
13929,functional
61484,functional
42570,non functional
69321,non functional
31893,functional
49928,functional
38281,non functional
64860,non functional
35871,functional
42840,non functional
2192,functional
70941,non functional
33062,non functional
14687,non functional
20235,non functional
71625,functional
29618,functional
31112,functional
72911,functional
12153,functional
64325,functional
35450,functional
61910,functional
47828,functional needs repair
73487,non functional
66162,functional
7649,functional
46603,functional
63280,functional
6527,functional needs repair
27833,non functional
58178,functional needs repair
52231,functional
37855,functional
16579,functional
39989,non functional
983,functional
51454,functional
50344,non functional
68583,functional
44477,functional
73258,functional
59220,functional
57978,non functional
33140,functional
37296,functional
45956,functional
22060,non functional
57953,non functional
37703,functional
61435,non functional
40237,non functional
23873,functional
54415,functional
59903,functional
4862,functional
25189,functional
51465,non functional
64396,functional
60087,functional
7441,functional
72392,non functional
67176,non functional
39564,non functional
16787,non functional
18278,non functional
34867,non functional
19052,non functional
23457,functional
8690,functional
52267,non functional
69396,functional
43107,functional
35340,non functional
15605,functional
49454,non functional
3295,functional needs repair
67098,non functional
28608,functional
47848,functional
48630,non functional
3207,functional needs repair
15671,non functional
25539,functional
53645,non functional
44326,functional
54633,functional
9761,non functional
2774,functional
24913,functional
38374,functional
68230,functional
30438,functional needs repair
2830,functional needs repair
55903,functional
23096,functional
60780,non functional
70750,non functional
40338,non functional
40756,non functional
18086,functional needs repair
67628,functional needs repair
71175,functional
39028,functional
4302,non functional
54169,functional
48740,functional
34577,non functional
59690,functional
67455,non functional
29857,functional
13014,non functional
41708,non functional
19977,non functional
65359,functional
57291,functional
36440,functional
2533,functional
63867,functional
2669,non functional
64927,functional needs repair
28676,functional
103,functional
58498,functional
1835,non functional
53565,functional
52903,non functional
29412,non functional
66347,functional
7406,non functional
2870,functional
64765,non functional
14657,functional
7478,functional
45131,non functional
64537,functional
8654,non functional
51394,functional
3739,functional
30152,functional
45498,functional
73309,functional
39468,functional
26449,functional
61492,non functional
15715,functional
46852,functional needs repair
10517,functional
41926,functional
50321,non functional
2046,non functional
42801,non functional
73960,non functional
64931,functional
23439,functional
41485,non functional
48919,non functional
54796,functional
46365,non functional
8609,non functional
53300,non functional
23209,functional
55466,non functional
3680,functional
34788,non functional
42397,non functional
54618,non functional
15501,functional
55190,non functional
6835,functional
73594,functional needs repair
18469,functional
20268,non functional
34658,non functional
34069,functional
19235,non functional
64751,non functional
38796,functional
55185,functional
67829,non functional
5428,non functional
19927,non functional
46923,non functional
51715,functional
65482,functional
30417,functional
12025,functional
48771,non functional
29680,functional
4921,non functional
4087,functional
36498,non functional
7455,non functional
34955,functional
8922,non functional
67525,non functional
16681,non functional
32243,functional
61482,functional needs repair
59451,non functional
71108,functional
64887,non functional
36935,functional
68425,functional
6301,non functional
40552,functional
63200,non functional
6981,functional
38802,functional
956,non functional
31705,functional
13384,functional
17306,non functional
52015,functional
34693,functional
32623,functional
47198,functional needs repair
1629,functional
26748,functional
64383,non functional
72858,non functional
57964,functional
62314,functional
39056,functional
15507,non functional
14637,functional
10897,functional
67185,functional
36092,functional needs repair
8475,functional
29862,non functional
72920,functional
58269,functional
62920,functional
63121,functional
905,functional
66661,functional
41693,functional
35569,functional
5049,functional needs repair
68060,non functional
73035,functional
35487,functional
38879,functional
42285,non functional
17268,functional
8789,functional
32816,non functional
8917,functional
35388,non functional
39708,functional needs repair
21100,functional
22348,functional
25737,functional
13281,functional
34539,functional
32536,functional
57613,functional
31107,non functional
55803,non functional
51270,functional
26442,non functional
36678,functional
22520,functional
17303,functional
42977,non functional
68348,functional
14244,non functional
45325,functional
50137,functional
59080,non functional
66274,functional
61456,functional
52242,functional
31964,functional
70740,functional needs repair
59702,non functional
35231,functional
3415,functional
68811,functional
28578,non functional
23398,functional
25660,functional
22613,non functional
23941,functional
9219,functional
11051,non functional
6730,functional
70131,non functional
33961,functional
45034,non functional
33394,functional
62610,non functional
2704,non functional
25963,functional needs repair
41467,non functional
38217,functional
30145,functional
19160,functional
1526,functional
36692,non functional
64011,functional
49805,functional
72622,non functional
33103,functional
24473,functional
68834,functional
70363,non functional
73848,non functional
70619,functional
68020,functional
73424,functional
33528,non functional
2732,functional
46454,non functional
34805,functional
49747,non functional
45486,non functional
1032,functional
52799,functional
932,functional
9762,functional
20045,functional
39237,non functional
58350,functional
55117,functional
73867,functional
43928,non functional
69748,non functional
53320,functional
26919,non functional
50821,non functional
23493,non functional
13076,non functional
52976,functional
3519,functional
34644,non functional
39150,functional
6831,non functional
55481,functional
10410,functional
7941,functional
68629,functional
847,functional
18374,non functional
38828,non functional
43311,functional needs repair
9320,non functional
22137,functional
44119,functional
42781,functional
9281,functional
65292,functional
16604,non functional
28029,functional
23173,non functional
23666,non functional
44409,functional
61172,non functional
42895,functional
73072,functional
31038,functional needs repair
16003,functional
50684,non functional
42019,non functional
30655,functional
21943,functional
5269,functional
52582,non functional
40377,functional
14058,non functional
18926,functional
17429,non functional
69802,functional
63700,non functional
24831,functional
32124,non functional
49642,functional
29092,non functional
11502,non functional
26741,functional
29585,functional
57869,non functional
51074,non functional
57039,functional
70180,functional
25945,non functional
71826,non functional
44037,functional
72274,functional
52692,non functional
49330,functional needs repair
8388,functional
61193,functional
3070,non functional
46269,non functional
11412,functional
2994,functional
44727,functional
57447,functional
73423,non functional
18419,functional
69492,functional
44686,functional
37613,non functional
32874,non functional
13561,functional
65374,non functional
61968,functional
74149,non functional
73047,non functional
27484,non functional
14346,functional
40014,functional
35695,functional
39139,functional
62616,functional
58579,non functional
50073,functional
2771,non functional
59852,functional
13004,non functional
25324,functional
24320,functional
22637,functional
12317,functional
20741,functional
66424,functional
58000,functional
66083,functional
14948,functional
39250,functional
36302,functional
18224,functional
11506,functional
36697,functional
14817,non functional
55596,functional
52555,non functional
26123,functional
71697,functional
64704,functional needs repair
4788,non functional
23425,functional
52780,functional needs repair
33867,functional
14506,functional
15384,functional
47650,functional needs repair
34490,non functional
47639,non functional
46460,non functional
38168,functional
26210,functional
62251,functional
49446,non functional
41335,non functional
57369,non functional
30855,functional
37352,functional
49207,functional
12392,functional
16262,non functional
36188,functional
38319,non functional
64173,non functional
62168,functional needs repair
46253,non functional
42129,functional
50396,non functional
68620,functional
58054,functional
49405,functional
16962,non functional
55408,non functional
38633,functional
47349,non functional
8311,non functional
62226,non functional
38911,functional needs repair
27453,non functional
3785,functional
11689,functional
22680,functional
70567,functional
48051,non functional
31016,non functional
37674,non functional
51735,functional needs repair
39800,functional
41489,non functional
41834,functional needs repair
68236,functional
43159,functional
4113,functional needs repair
68318,non functional
9663,functional
8035,functional
38051,functional needs repair
38426,functional
5665,functional
7522,functional
51111,functional
26546,functional
35551,non functional
18846,functional
69521,non functional
23854,functional needs repair
3080,functional
21594,functional
37984,functional
41459,functional
38948,functional
7880,functional
22320,non functional
17586,functional
34966,non functional
5211,functional
14049,non functional
65367,non functional
45755,functional
47390,functional
55441,non functional
67562,functional
69437,non functional
74001,functional
8915,functional
39715,functional
27348,functional
68308,non functional
16892,non functional
5486,functional
60860,functional
32830,functional
36621,non functional
61663,functional
14509,functional
67636,non functional
47263,functional
65415,functional
60454,functional
29861,functional
53821,non functional
54298,non functional
11833,functional
22505,functional needs repair
48602,functional
59018,functional
1525,non functional
29485,functional
30587,non functional
30519,functional
16124,functional
3770,functional
5381,functional
54627,non functional
14254,non functional
37981,functional
9828,functional
977,functional
16053,functional
24991,non functional
49172,non functional
39178,non functional
18077,non functional
29821,functional
39933,functional
15350,functional
66252,functional
37277,functional needs repair
25300,non functional
66938,non functional
46224,functional
51408,functional
16817,functional
51317,non functional
46746,functional
599,non functional
54345,functional
24943,non functional
351,functional
43519,non functional
51781,non functional
27761,functional
15782,functional
16367,functional
3524,functional
41239,functional
71950,non functional
64819,non functional
38618,non functional
66453,functional
23239,functional
40311,functional
21269,functional
47051,functional
35494,functional
64212,functional needs repair
13082,non functional
61473,functional
67875,non functional
68637,non functional
6127,functional
26016,functional
22767,non functional
606,functional
12086,non functional
1513,non functional
44372,functional
59669,non functional
61980,functional
61850,non functional
37950,non functional
19964,functional
62648,functional
35904,functional
73826,functional needs repair
37966,non functional
49483,functional
45673,functional
27257,non functional
25540,functional
73776,functional
11083,non functional
8357,functional
46588,non functional
31750,non functional
39484,functional
19535,functional
40098,non functional
50588,functional
36567,functional
1645,functional needs repair
67608,functional
33991,non functional
7855,functional
44843,functional
36425,functional
66184,functional
3023,non functional
50348,non functional
71888,functional
25413,functional
70221,non functional
49086,non functional
5493,non functional
41248,non functional
50363,functional
42451,functional
49543,functional
51520,functional
18187,functional
17241,non functional
59748,functional
72906,functional
1550,non functional
62329,functional
32819,functional
73696,functional
36288,non functional
32370,functional
21624,functional
26091,functional
65792,functional
21242,functional
10364,functional
46993,functional
49373,non functional
6871,functional needs repair
63872,functional
38686,non functional
45858,non functional
28870,functional
30739,functional
42528,functional
59288,non functional
46655,functional
7201,non functional
2238,non functional
71724,non functional
12073,functional
11314,functional
6961,functional needs repair
7708,non functional
4822,non functional
33527,functional
38219,functional
8745,functional
17613,functional
60533,functional
38524,functional
54795,functional
66147,functional
1797,functional
30047,non functional
28239,functional
16832,functional
47282,functional
21992,functional
15939,functional
62349,functional
20282,functional
43354,functional
67542,functional
41740,functional
62651,non functional
4260,functional
44281,non functional
56811,functional
51623,functional
58542,functional
17911,non functional
38792,functional
69340,non functional
692,functional
14195,functional
33454,functional
61417,functional
71101,functional
25514,functional
68557,functional
8473,functional
37922,non functional
39532,non functional
22387,non functional
50225,functional
53888,functional
59517,functional
41041,functional
17456,functional
10113,functional
72987,non functional
477,non functional
505,functional
15289,functional
48683,non functional
2598,non functional
49948,functional
29148,functional
25319,functional
45268,non functional
37284,functional
23373,functional
59371,non functional
8382,functional
29051,functional
28317,non functional
59720,non functional
36707,non functional
22269,functional
32655,functional
42854,functional
15968,non functional
46192,functional
69167,non functional
67321,non functional
3609,non functional
41348,non functional
9562,functional needs repair
63292,non functional
39398,non functional
7636,functional
21464,non functional
19310,non functional
9700,functional needs repair
26826,non functional
42913,non functional
35965,functional
10028,non functional
41810,functional
70956,functional
4950,non functional
11698,functional
65528,non functional
58645,non functional
56657,non functional
24957,functional
28667,functional
47809,functional
62149,functional
65652,non functional
8212,functional
66095,non functional
18194,non functional
56989,non functional
54515,functional
38630,functional
42507,functional
45827,functional
37905,functional
64298,non functional
46181,functional
48651,functional
25437,functional
12526,functional
44538,functional
68581,functional
63808,functional
71311,functional
3998,non functional
29894,functional
9960,functional
15581,functional
49043,functional
38904,non functional
26539,non functional
51704,functional
58098,functional
64473,functional
52648,non functional
37305,non functional
72600,functional
23870,functional
38626,functional
14229,functional
21043,functional
47682,non functional
73927,functional
13142,functional
16665,functional
45841,functional
65956,non functional
773,functional
3835,functional
49092,functional
60056,functional
52321,functional
25449,functional
72969,non functional
54841,non functional
9794,functional
25899,functional
51697,non functional
17782,functional
36530,functional
27496,functional
72397,non functional
33841,functional
55118,functional
48816,functional
33909,functional
7260,functional needs repair
68754,non functional
16130,functional
63567,non functional
55017,functional needs repair
55399,non functional
52778,functional
37338,functional
69342,functional
8493,functional
18633,functional
72404,non functional
58244,functional
38412,non functional
30531,functional
19222,non functional
20938,non functional
72726,functional
52772,functional
15042,functional
21528,functional needs repair
54103,non functional
34260,functional
37037,functional
68981,functional
9065,non functional
54898,functional
42534,functional
44944,functional
54049,functional
50244,non functional
61006,functional
7889,functional
3187,functional
30503,functional
6105,functional
59362,functional
33667,non functional
47497,functional
61539,non functional
41231,non functional
53998,non functional
71744,non functional
57799,functional
42264,non functional
62835,functional
52358,functional
41416,functional
70760,non functional
15686,non functional
44818,non functional
43136,functional
39498,functional
46125,functional needs repair
36695,functional
48911,functional
27647,functional
7915,functional
5879,functional
53669,non functional
29961,functional needs repair
73395,functional
50027,functional
47592,functional
14713,non functional
69369,functional needs repair
11040,functional
26861,functional
73618,non functional
22919,functional needs repair
58789,non functional
5723,functional
68380,non functional
68893,functional
35106,functional
73700,functional
26628,functional
72530,functional needs repair
33328,functional
53581,non functional
21797,functional
26263,non functional
3241,non functional
48088,non functional
16881,functional needs repair
8938,non functional
9489,non functional
2549,functional
60192,non functional
70115,non functional
69531,functional
42498,functional
55729,functional needs repair
10078,non functional
20085,non functional
56679,functional
53121,functional
69409,non functional
53833,functional
72107,functional
53018,functional
38609,functional
54989,non functional
70149,functional
20666,functional
4343,functional
40095,functional
64574,non functional
27227,functional
55577,non functional
16797,non functional
29702,functional
71912,functional
23726,functional
69383,functional
38101,functional
